id,filename,label
289,Push_Pin00032.jpg,Candles
290,Mug00020.jpg,Speaker
291,Mug00025.jpg,Mug
292,Mug00005.jpg,Chair
293,Mug00002.jpg,Bottle
294,Mug00032.jpg,Mug
295,Bottle00073.jpg,Postit_Notes
296,Bottle00039.jpg,Backpack
297,Bottle00020.jpg,Soda
298,Bottle00025.jpg,Bottle
299,Bottle00005.jpg,Bottle
300,Bottle00002.jpg,Bucket
301,Bottle00032.jpg,Bottle
302,Knives00073.jpg,Mouse
303,Knives00039.jpg,Knives
304,Knives00020.jpg,Knives
305,Knives00025.jpg,Sneakers
306,Knives00005.jpg,Knives
307,Knives00002.jpg,Flipflops
308,Knives00079.jpg,ToothBrush
309,Knives00032.jpg,Printer
310,Curtains00073.jpg,Postit_Notes
311,Curtains00039.jpg,Postit_Notes
312,Curtains00020.jpg,Curtains
313,Curtains00025.jpg,Exit_Sign
314,Curtains00005.jpg,Curtains
315,Curtains00002.jpg,Curtains
316,Curtains00032.jpg,Curtains
317,Printer00020.jpg,Sink
318,Printer00025.jpg,Bucket
319,Printer00005.jpg,Alarm_Clock
320,Printer00002.jpg,Notebook
321,Printer00032.jpg,Sink
322,Drill00020.jpg,Sink
323,Drill00025.jpg,Bike
324,Drill00005.jpg,Fan
325,Drill00002.jpg,Drill
326,Drill00032.jpg,Drill
327,Toys00039.jpg,Toys
328,Toys00020.jpg,Alarm_Clock
329,Toys00025.jpg,Desk_Lamp
330,Toys00005.jpg,Sneakers
331,Toys00002.jpg,Soda
332,Toys00032.jpg,Spoon
333,Mouse00039.jpg,Mouse
334,Mouse00020.jpg,Notebook
335,Mouse00025.jpg,Speaker
336,Mouse00005.jpg,Folder
337,Mouse00002.jpg,Flipflops
338,Mouse00032.jpg,Mouse
339,Flowers00073.jpg,Flowers
340,Flowers00039.jpg,Flowers
341,Flowers00020.jpg,Flowers
342,Flowers00025.jpg,Flowers
343,Flowers00005.jpg,Flowers
344,Flowers00002.jpg,Flowers
345,Flowers00032.jpg,Flowers
346,Desk_Lamp00039.jpg,Chair
347,Desk_Lamp00020.jpg,Desk_Lamp
348,Desk_Lamp00025.jpg,Desk_Lamp
349,Desk_Lamp00005.jpg,Desk_Lamp
350,Desk_Lamp00002.jpg,Desk_Lamp
351,Desk_Lamp00032.jpg,Desk_Lamp
352,Pencil00020.jpg,Pencil
353,Pencil00025.jpg,Batteries
354,Pencil00005.jpg,Flipflops
355,Pencil00002.jpg,Sneakers
356,Pencil00032.jpg,Spoon
357,Sink00073.jpg,Alarm_Clock
358,Sink00039.jpg,Sink
359,Sink00020.jpg,Fan
360,Sink00025.jpg,Sink
361,Sink00005.jpg,Sink
362,Sink00002.jpg,Exit_Sign
363,Sink00032.jpg,Notebook
364,Batteries00039.jpg,Alarm_Clock
365,Batteries00020.jpg,Notebook
366,Batteries00025.jpg,Candles
367,Batteries00005.jpg,Batteries
368,Batteries00002.jpg,Alarm_Clock
369,Batteries00032.jpg,Alarm_Clock
370,Bed00073.jpg,Table
371,Bed00039.jpg,Flowers
372,Bed00020.jpg,Alarm_Clock
373,Bed00025.jpg,Sink
374,Bed00005.jpg,Desk_Lamp
375,Bed00002.jpg,Sink
376,Bed00079.jpg,Chair
377,Bed00032.jpg,Pan
378,Screwdriver00020.jpg,Screwdriver
379,Screwdriver00025.jpg,Sneakers
380,Screwdriver00005.jpg,Screwdriver
381,Screwdriver00002.jpg,Marker
382,Screwdriver00032.jpg,Knives
383,Backpack00039.jpg,Backpack
384,Backpack00098.jpg,Backpack
385,Backpack00020.jpg,Lamp_Shade
386,Backpack00025.jpg,Speaker
387,Backpack00087.jpg,Backpack
388,Backpack00005.jpg,Backpack
389,Backpack00002.jpg,Backpack
390,Backpack00079.jpg,Backpack
391,Backpack00032.jpg,Backpack
392,Flipflops00073.jpg,Flipflops
393,Flipflops00039.jpg,Knives
394,Flipflops00020.jpg,Sneakers
395,Flipflops00025.jpg,Backpack
396,Flipflops00005.jpg,Webcam
397,Flipflops00002.jpg,Flipflops
398,Flipflops00079.jpg,Flipflops
399,Flipflops00032.jpg,Flipflops
400,Notebook00039.jpg,Notebook
401,Notebook00020.jpg,Exit_Sign
402,Notebook00025.jpg,Postit_Notes
403,Notebook00005.jpg,Notebook
404,Notebook00002.jpg,Printer
405,Notebook00032.jpg,Notebook
